,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
18,0000015393,"[1, 1]",4.0,"It is amazing that this book is nearly 15 years old, and further that Bill Gates was so spot on with the current technology that we see today.  It is a good read to see both the vision of this truly amazing entrepreneur, as well as to get an idea of how to think about technology enabling daily life.  Listen to what Bill gates says about the future of technology in your life - the past would indicate he knows what he's talking about.","04 12, 2009",A38AAPXSJN4C5G,Edward J. Barton,Dated but Valuable Reading,1239494400
19,0000029831,"[3, 3]",4.0,"This work bears deep connections to themes first explored in Tad Williams' original breakout novel, about a brave young cat who travels to an underground netherworld to face an ancient evil.  As the owner of two cats myself, after the second read-through, I realized that this novel has much to teach about the critical importance of dealing with fur and dust.I could only give four stars, though, because the cats do not agree, and indeed wish I had not made this purchase.","02 25, 2014",A14A5Q8VJK5NLR,Auros,Logical follow-up to Tailchaser's Song,1393286400
20,0000029831,"[4, 4]",5.0,"You may laugh, but I have found that Otherland volumes 1-4 are poor at picking up debris around the house.  I once spilled some cornflakes on the floor, and foolishly thought that I could clean it up by dropping &#34;City of Golden Shadows&#34; on it.  Not only did it not clean, it managed to make things worse by fragmenting the cornflakes into smaller and smaller pieces.  I did what any normal person would do: I stacked the other books on top, hoping that the combined power would whisk the cornflakes away to the technological wonderland that is Otherland.  No such results.Bin Otherland Empty, on the other hand, works like magic.  If you hook it up to a powerful enough motor, you can banish those cornflakes to the land of wind and ghosts.  The downside is that it's pretty light reading, but given the young adult trend these days it's following the light reading trend that literature is headed for these days.It's recommended that you get through the previous volume though (&#34;Hoover Electrical Vaccum Unit&#34;).  I mean, Bin Otherland Empty does work as a stand-alone, but it's not quite as absorbing when not paired up with the prequel.  Some people think you can skip the previous volume and lust stick your mouth in at one end and suck, but, c'mon, that's just gross.Spoiler alert!  Cornflakes vaccumed up.","02 24, 2014",A3W2PX96K1BA3M,"Flav Josephus ""Online buyer""",The superior cleanser,1393200000
21,0000029831,"[3, 3]",5.0,"Do not try and vacuum the dust. That's impossible. Instead... only try to realize the truth. There is no dust. Then you'll see, that it is not the vacuum that sucks, it is only yourself.","02 25, 2014",A2GKR2Q7MD8DG4,Jill Randall,Very deep and thought provoking.,1393286400
22,0000029831,"[3, 3]",5.0,What if Dread had come out victorious and left Otherland well and truly CLEANED?What if the river that connected the worlds in Otherland had instead worked like a Vacuum hose?This ESSENTIAL companion to the Otherland quartet puts these uncomfortable questions in black and white.The MIND-BOGGLING new adventure starts HERE.Your imagination sets the boundaries...,"02 24, 2014",A1MC4E00RO5E9T,Johan Klovsj,WHAT IF....?,1393200000
23,0000029831,"[5, 5]",5.0,"I thought this book was great before buying it, but now I'm having some buyer's remorse. I really liked most of the author's previous books, but I found this one difficult reading, despite the fact that the chapters were quite short.The book just wasn't very good. In fact, it really sucked.The only reason I'm giving the book five stars is because I like the fact that the author is willing to try new things. I really respect an author who's willing to stretch his limits, exploring hard-to-reach areas, and start with a clean slate.","02 24, 2014",A23PISU0ZLW71C,Ron H,Review,1393200000
24,0000031852,"[0, 0]",4.0,Tutus are cute but a little thin. Can't complain for the price though. Still a good buy. My daughter will enjoy these in dance class.,"12 29, 2013",A3PMSRCL80KSA1,Dee,Not bad,1388275200
25,0000031852,"[0, 0]",4.0,I origonally didn't get the item I ordered.  When contacting the company they got back with me quickly.  It turned out the item was out of stock.  They sent it once it came in stock.  This wasn't a problem for me since I ordered the item way in advance for my daughters birthday.  I would recommend this selling but ordered ahead of time just incase.,"02 21, 2014",A1SNLWGLFXD70K,DEVA,Happy with purchase even though it came a lot later than expected.,1392940800
26,0000031852,"[0, 0]",4.0,"Arrived very timely, cute grandbaby loves it. Only thing there was a scent on it when it came but for the price it was great!","01 14, 2014",A1KJ4CVG87QW09,Donna Carter-Scott,Cute Tutu,1389657600
27,0000031852,"[0, 0]",5.0,My little girl just loves to wear this tutu because of the stripes! She has even convinced me to let her wear it over leggings when we go out instead of exclusively for ballet. Since the tutu isn't too full it work as a skirt for everyday wear as well,"05 8, 2014",AA9ITO6ZLZW6,Jazzy77,Versatile,1399507200
28,0000031852,"[0, 0]",1.0,"I bought this for my 3 yr old daughter when I took it out the pack it had a bad oder, cute but very cheap material easy to ripe.  When I tried it on her it was to big, but of course she liked it so I kept it. I dressed her up in it and she looked cute.---- NikkiFrom Baltimore","04 27, 2014",APJ5ULJ1RMZ4,kesha wallace,Would not recommend,1398556800
29,0000031852,"[0, 0]",5.0,"Bought it for a ballet tutu but it is being worn around the house with leggings. Really cute, full skirt.","12 30, 2013",A2PAVURT4NOHE1,Leah,Super cute,1388361600
30,0000031852,"[0, 0]",4.0,My daughter and her friends love the colors and the way it fit. Last long after each wash. Will order more colors.,"05 20, 2014",A3URQ0LXLV46E9,shortyvee,zebralisous,1400544000
31,0000031860,"[0, 0]",2.0,"Its as cheaply made as the price. I got it for my daughter to wear to ballet for Halloween, and it did the job for the day. It unraveled shortly after, so we can't make much more use of it!","02 8, 2014",A3BTRFFOR2MF91,,Cheap,1391817600
32,0000031887,"[0, 0]",5.0,Perfect red tutu for the price. I baught it as part of my daughters Halloween costume and it looked great on her.,"11 4, 2013",A2XVJBSRI3SWDI,abigail,Nice tutu,1383523200
33,0000031887,"[1, 1]",4.0,This was a really cute tutu the only problem is that it was super short on my 5 yr old daughter. Other than that it was really adorable.,"05 26, 2012",A2G0LNLN79Q6HR,"aj_18 ""Aj_18""",Really Cute but rather short.,1337990400
34,0000031887,"[1, 1]",2.0,the tutu color was very nice. the only issue with this tutu is the quality of material used. it appears cheap and after much play my 3 year old managed to snag a piece of the fabric and that was the end of life for this particular tutu.,"02 17, 2013",A2R3K1KX09QBYP,alert consumer,not very good material.,1361059200
35,0000031887,"[0, 1]",1.0,"My 3-yr-old daughter received this as a gift for her birthday.  She's no pixy, but she's not huge either, and it was VERY tight on her, so I doubt a 6 year old can fit it comfortably.  The tutu fell apart after 12 hours -- the satin waistband detached from the tulle.  Unless twirling counts as rough wear, I'd say this was poorly constructed.  I sent two messages to Sydney So Sweet directly, trying to get a replacement or at least some kind of acknowledgement and NOTHING.  So ... crappy construction and crappy customer service.  I already don't like tutu/fairy/princess stuff, and this just furthers my opinion that companies like this are preying on daughters.  Boo!","03 21, 2013",A19PBP93OF896,"Alinna Satake ""Can't Stop Eating""",Tiny and Poorly Constructed!,1363824000
36,0000031887,"[0, 0]",4.0,Bought it for my daughters first birthday which is lady bug themed and it fits perfect the stitching is a little loose but only need it one day,"01 23, 2014",A1P0IHU93EF9ZK,Amanda,i love it,1390435200
37,0000031887,"[3, 4]",4.0,"I ordered this for a costume for me (I'm a 5'5"" adult) and was surprised by the quality considering it was under $10.  The tulle is double layered and the waistband is satin and very comfortable.  The waistband stretches to about 30"".","03 16, 2010",A3Q6CTO56DJ8UZ,Amazing Amazon,Good Quality!,1268697600
38,0000031887,"[0, 0]",5.0,This is a great tutu and at a really great price. It doesn't look cheap at all. I'm so glad I looked on Amazon and found such an affordable tutu that isn't made poorly. A++,"02 12, 2011",A1KLRMWW2FWPL4,"Amazon Customer ""cameramom""",Great tutu-  not cheaply made,1297468800
39,0000031887,"[0, 0]",5.0,"Got this for our youngest kid, she loves it. Its big and made better than the last cheap tutu we got for her.","12 26, 2012",A1GQPAM8Y45QN7,Amazon Customer,Tutu,1356480000
40,0000031887,"[0, 0]",5.0,"I bought this for my 4 yr old daughter for dance class, she wore it today for the first time and the teacher thought it was adorable. I bought this to go with a light blue long sleeve leotard and was happy the colors matched up great. Price was very good too since some of these go for over $15.00 dollars.","01 19, 2013",A2G5TCU2WDFZ65,Amazon Customer,Very Cute!!,1358553600
41,0000031887,"[0, 0]",5.0,Just as described and arrived fast-although I upgraded shipping options in hopes it would arrive in time for a school function (it did!)  Amazing price too!  This tutu is 3 layers- much better quality than I expected given the low cost!,"06 22, 2013",AEAN37KUOYSX4,Amazon Customer,Fantastic!,1371859200
42,0000031887,"[0, 0]",5.0,Purchased it for my daughter bc she needed a red tutu for her costume. It was really cute but it was not that puffy but it did the job.,"06 16, 2014",A1MCJONUQ78L9T,Amazon Customer,My daughter loved it!,1402876800
43,0000031887,"[0, 0]",5.0,This really is a nice tutu for the price. It has multiple layers and is not cheaply made. For me the shipping was not very fast but it was very worth the money spent.,"03 4, 2013",A2QEODSEIT1ME2,Amazon Customer,Very Nice,1362355200
44,0000031887,"[0, 0]",4.0,"Very cute, shorter than I was expecting, but then again, I didn't bother to calculate the measurements before ordering it. It has three layers of tulle, so it's not as full as the picture looks if stretched fully, but still a full skirt. I bought this skirt for my six year-old niece, so I highly doubt the skirt will ever be stretched to its full capacity on her. In fact, the skirt stretches pretty far but is also retractable so it can fit a variety of sizes.","12 10, 2013",A2PSIVW9I3TGHD,Amazon Customer,Good product,1386633600
45,0000031887,"[0, 0]",5.0,Vey cute and perfect for my 6 yr old daughter. She wore it to a princess birthday party. Lots of fun.,"02 18, 2014",A3CHBY0CB0O7PP,Amazon Customer,cute,1392681600
46,0000031887,"[2, 3]",5.0,"Bought this for my 12 year old niece whom has the shape and figure of a twenty-something year old! It went under her Halloween costume and while I didn't think it was going to fit the circumference of her waist, it surprisingly DID! She wore it all night at her school dance and then again on a trick-or-treating outing and was comfortable the entire time! Thank you for making such a versatile product!","12 6, 2012",AAE8WBNKHQPL5,Amazon Customer,Deceivingly Workable!!,1354752000
47,0000031887,"[0, 0]",5.0,Loved it and so did my daughter! Super cute and will stand up to many uses! She went as Ladybug Girl and looked the part with this tutu. :),"11 21, 2012",A1Z4XQ937SMPO3,amstier,super cute!!,1353456000
48,0000031887,"[0, 0]",4.0,"I just got this today! I can't wait to see how it will look with my costume for halloween. I'm hoping it will be durable enough since I'm going down to Santa Barbara in this.I was a little iffy on getting this at first just because I read ""fit's kids ages 3-10"" but I'm 5""1 114lbs and it sits perfectly on my waist. I was looking for a good length tutu that is reasonably short but short enough to please both my boyfriend and I and this tutu was perfect enough.Only downside is that the ends of the tutu look like it was cut with scissors and it makes me worried that for halloween it might come apart while I'm out with my friends. We'll see though, the tutu is still cute and completes my outfit (:","10 24, 2013",A2F9MVWWC0IZYW,Amy,Perfect for the price,1382572800
49,0000031887,"[0, 0]",5.0,"Our 3-year-old petite granddaughter loves it!  I was afraid it might not be small enough, but it fit well with room for future growth!","08 24, 2013",AZMKXP68HZ4CN,Angela K. Ford,Wonderful!,1377302400
50,0000031887,"[0, 0]",1.0,"It was beautiful when I first received it. My 4yr old wore it once to her ballet class and it already started to come off the seams after one hour of use. I didn't bother returning it because my little one was about to throw a fit when I told her we were going to send it back. It was cheap anyway, ya get what you pay for. I just sewed it back together.","04 17, 2014",AV056ETQ5RXLN,anna alexander,Cheap,1397692800
51,0000031887,"[0, 0]",3.0,The waistband was not sewed properly. I had to sew the front to the back myself so it would stay in place when it was worn.,"12 28, 2012",A5GPS8FCXTPPI,Ann C Peat,Waistband,1356652800
52,0000031887,"[0, 0]",5.0,The tutu's was for my neice... She LOVED IT!!!  It fit well and will fit her for some time with the elastic waist.... great quality and very  inexpensive!  I would buy her another easily.,"01 15, 2014",AM1CYMR007O6H,anne foster,Tutus!,1389744000
53,0000031887,"[0, 0]",5.0,My 5 year old daughter get this today for Christmas.  She and we are very pleased with it.  Thank you so much!,"12 25, 2013",A25G580SJ513IC,Anne Klein,Very happy!,1387929600
54,0000031887,"[0, 0]",4.0,"This is a very basic tutu not a lot of layers like a ""full"" tutu but great for play or dress up.","10 24, 2012",A1MYJDE1JEKLHX,AP,Cute Tutu,1351036800
55,0000031887,"[0, 0]",3.0,tutus are amazing. i love them and so does my sisters. my whole family weres them and use to wear them .,"01 26, 2013",A1WAAEP1EBQ3S4,artgirl1288,tutus rock,1359158400
56,0000031887,"[26, 28]",5.0,I bought this as part of my halloween costume. It says it fits kids up to 10 years old. I'm 24 (size 1-3 in jeans depending on brand) but it fits perfectly. The only problem is it has a slightly odd odor. but i sprayed it down with perfume. lol so that took care of that problem! I Highly recommend this seller because they ship orders very fast.,"10 10, 2010",A3H1W0DWLW5DLH,ashley,Very happy customer,1286668800
57,0000031887,"[2, 2]",4.0,"I bought this tutu as part of a costume for myself. I'm generally a size 8 or 10 in women's clothing. I took a risk getting this kids tutu but felt okay with the gamble considering other adult women's reviews. I cannot pull this UP over my hips but I can pull it on DOWN over my head and bring it to down to the right level. For a one time use at Halloween, it'll do! If you are an adult any bigger than me, I don't think you will be able to make this work for yourself. I will probably donate this to my niece's play clothes after the holiday is over as it is definitely kiddo size and she will still be able to get plenty of use out of it.","09 26, 2013",AJ7SZVK2FSZQJ,AuntBumblebee,Good enough for Halloween!,1380153600
58,0000031887,"[0, 0]",5.0,Great product for the price.  There aren't many ballet classes available for my 4 year old so it doesn't get a lot of wear and tear but it's great for the times we need it.,"02 17, 2013",A17TA3DQZ87RQH,avidread2,Bought the purple one too!,1361059200
59,0000031887,"[0, 0]",5.0,"The tutu was the right color and fit my 3 1/2 year old granddaughter perfectly.  The price was right , too!","05 10, 2014",A3QW1I2TL6WBS6,Avidreader,Perfect Fit,1399680000
60,0000031887,"[0, 0]",4.0,"These tutus fit my 5T/XS 5 year old and my 2T 2 year old very well, and look adorable! The quality seems good so far, too.","01 1, 2012",A36QXSHZCUC7VY,Bearfoot,Adorable!,1325376000
61,0000031887,"[0, 0]",5.0,This is a very cute tutu! The purple is so pretty!  Nicely made for a $7 tutu!  So glad I purchased it!,"10 14, 2013",AGH2CNG5GFOM,BellyButton,So cute!,1381708800
62,0000031887,"[0, 0]",5.0,"I ordered this tutu for my 2 yr old granddaughter who loves tutus and expecially yellow ones. It is slightly big/long but she is able to wear it without a problem. She will be able to wear it for several years. So very adorable!! Well made, too.","01 30, 2014",A2T247H3WD9NS0,"Betty Anne ""Betty Anne""",cute! cute! cute!,1391040000
63,0000031887,"[0, 0]",4.0,"This tutu is very basic, but that's a good thing if you are ordering it for a costume, since it's easy to dress up and change into whatever you might need it to be. It was a great value, for the price the quality is very good. My daughter is 6, and a little chunky, but the elastic waist band fit her perfect (she is about a size 10 girls).","12 21, 2012",A2KSU0OEYSRYNQ,bigfoot64485,Halloween Costume,1356048000
64,0000031887,"[0, 0]",5.0,Got this product thinking it was going to cheap and flimsy but it was just for my 2 year old to dress up went ahead and ordered it. I was blown away by how fast I got it (ordered it on a friday evening recieved it on monday morning) and the quality was wonderful. The color was a very nice purple and my little one loves it!,"08 21, 2012",A2TVSGUKDUT8HE,Binks13,Very Impressed!,1345507200
65,0000031887,"[0, 0]",3.0,"It is a fine tutu, true to its price. My little ones liked it. Shipping is really fast. I would recommend it to others.","11 26, 2011",AEIOS4PFEY8B8,Bishan Zhou,It's a good tutu for the price,1322265600
66,0000031887,"[2, 3]",5.0,"excellent quality and a fast shipper.  i have a very active grand daug.,  and it has held up very well.  great buy.","06 27, 2012",A3S51SY6L4RKHY,Blesdiva,tutu,1340755200
67,0000031887,"[1, 1]",5.0,This tutu is exceptional.  I purchased several and my granddaughter loves every one of them and plays with them constantly.  Very pleased with this product and purchase.  The price is extremely reasonable.  Highly recommend this product.,"07 13, 2010",A338UR0Q3EG733,"B. Meade ""BRM""",Basic Ballet Dress-Up Tutu,1278979200
68,0000031887,"[0, 0]",3.0,"I was expecting a fuller tutu, but it still worked and looked pretty good.  Got here fast!  The color was perfect.","11 1, 2013",A1AXA05K077RK6,bnmomrocks,shipped quickly but little disappointed,1383264000
69,0000031887,"[0, 0]",5.0,Tutu is always a hit for young girls and my Grand daughter loves hers. Sometimes Momma can't get her out of it.,"01 2, 2014",A1YJJG9T2P6VNS,bobbie fillmore,Tutu,1388620800
70,0000031887,"[0, 0]",5.0,"Bought this for my 7yr old niece and she absolutely loved it. It was poofy, and great quality. Has an elastic waistband which is nice as I decided to try on myself when we played with barbies lol!!!","07 18, 2013",A3VV6Q18NFUCSX,Brenda Rosales,Great quality,1374105600
71,0000031887,"[0, 0]",5.0,Absolutely beautiful costume.  Very soft and breezy!  My granddaughter loves it!  Super fast delivery!  Thanks!  Wouldn't hesitate ordering more!  Runs true to size,"02 13, 2013",AH3F12SYJ693R,Brian D. Leahy,Ballet Dress Up Fairty Tutu,1360713600
72,0000031887,"[0, 0]",5.0,"This was the skirt for my daughters halloween costume this year.  I have made lots of tutus, but this was so much easier and cheaper in the long run!  Also ordered orange!  A no-brainer.","12 21, 2013",ACR9ES55PCMHO,brwn_eyed_sue,Used for Halloween,1387584000
73,0000031887,"[0, 1]",4.0,Cute tutus.  Definitely dress up play item.  Which is what we were looking for.  My little one loves to wear them around the house.  Good product for the price.,"01 13, 2014",A1D7AK2ZV16V2X,Busy Mama,Tutu,1389571200
74,0000031887,"[1, 2]",4.0,"I was slightly worried about it fitting, but the elastic in it works well. I am a 28 year old, wear anywhere from 5-9 size jeans (depending on the brand), and this tutu fit great. Wore it for a Costume Party Run Half Marathon (part of my Batman Costume) and it worked great. Wish it would have been a little fuller, but it did its job.","07 22, 2013",A2RV0NHF7ODWPX,Carlee,Fits a 28 year old,1374451200
75,0000031887,"[0, 0]",5.0,My daughter and a friend were dressing up for Halloween as a 80's rock star.  This tutu worked perfectly.  It arrived very quickly and was just what we needed to finish off their outfits.,"11 24, 2012",AIYL9P9I7J5TG,Carmen Sorenson,Tutu for a rock star,1353715200
76,0000031887,"[0, 0]",5.0,"What can I say... my daughters have it in orange, black, white and pink and I am thinking to buy for they the fuccia one. It is a very good way for exalt a dancer outfit: great colors, comfortable, looks great, easy to wear, durables and little girls love it. I think it is a great buy for costumer and play too.","01 4, 2013",A1RLQXYNCMWRWN,Carola,I have buy more than one,1357257600
77,0000031887,"[0, 0]",5.0,"We bought several tutus at once, and they are got high reviews. Sturdy and seemingly well-made. The girls have been wearing them regularly, including out to play, and the tutus have stood up well. Fits the 3-yr old & the 5-yr old well. Clearly plenty of room to grow. Only con is that when the kids pull off the tutus, the waste band gets twisted, and an adult has to un-tangle. But this is not difficult.","04 27, 2014",A8U3FAMSJVHS5,Caromcg,"Adorable, Sturdy",1398556800
78,0000031887,"[0, 0]",1.0,"My daughter wore this for two hours on Halloween, after just the one use it was falling apart.  Poor quality, I would not recommend.","11 16, 2013",A3TUTGXQP1X0SI,Casey Fennell,Poor Quality,1384560000
79,0000031887,"[0, 0]",5.0,It was exactly as described. Very happy with the product. .... .. .... ..... ..... .. ... .... .... ..,"01 17, 2013",AWL1LVO2QI6I2,Cathe,Perfect.,1358380800
80,0000031887,"[0, 0]",5.0,I purchased these for my grandchildren ages 6 & 3 for Christmas & they love them. They are well made & the colors are beautiful.,"01 12, 2014",A5T4F8B7XF3AU,Cathy Cervone,Beautiful & well made,1389484800
81,0000031887,"[0, 0]",2.0,This tutu is really long on my 40&#34; daughter. It doesn't pouf out much either. It's more like a see through skirt. The two layers of touille get twisted every time she takes it off and I have to fight with it to figure out which is right side out again. Pretty cheap construction.,"11 13, 2012",A2B62F0GQMUVY0,C Fisher,Ehhhh...,1352764800
82,0000031887,"[0, 0]",1.0,my 8 year old daughter wore this 1 time for a couple hours for a school play and it fell right apart. she was upset and so was i.,"02 7, 2014",A3F97HTSL814QD,Christy Gijanto,bad buy,1391731200
83,0000031887,"[0, 0]",5.0,"Thank you Halo Heaven great product for Little Girls.  My Great Grand Daughters Love these Tutu's.  Will buy more from this seller.  Made well and cute on the girls.  Thanks for a great product.NEVER BUY FROM DRESS UP DREAMS........I will buy more as long as I don't buy from &#34;Dress Up Dreams&#34;  I never rec'd or order in FL. Only rec'd pink, the purple one was missing.  Company is a rip off.  REFUSES to make good on purchase...... Real creeps.","03 15, 2014",A3GEOILWLK86XM,CJ,Grammy's Angels Love it,1394841600
84,0000031887,"[0, 0]",5.0,"This is a good length, works for an adult, looks cute on and will be fun to wear. Great buy!","03 28, 2013",A27PG9BXVRT7V8,Claudia H. Cosimano,Great cute skirt,1364428800
85,0000031887,"[0, 0]",4.0,"I received this today and I'm not a fan of it but my daughter is I thought it would be puffier as it looks in the pic but it's not and the one they sent me is pink underneath and the waist band is pink which is not what I wanted due to the fact she already had the sandals she was gonna wear with it now I gotta find another pair of sandals,ima just keep it cuz she likes it.","03 31, 2014",A27UF1MSF3DB2,"C-Lo ""Cynthia""",It's ok,1396224000
86,0000031887,"[0, 0]",5.0,"Bought this tutu for my 3.5yr old.  Fits her well around the waist, she's very happy.  Satin around the waist, other edges are unfinished.","09 11, 2012",A2EKHP38KG3ZV2,Colleen P Devine,cute,1347321600
87,0000031887,"[3, 3]",4.0,This tutu could be used for a kid...or a small adult--so it was perfect for me!  The waistband was decent quality and it worked great for my Halloween costume.,"11 26, 2012",A2RAGC7VLO78QG,Colonel Mustard,Great for kids or small people,1353888000
88,0000031887,"[0, 0]",3.0,"This tutu lasted for a few months, but then the elastic lost it's elasticity....For the price it was worth it though.","12 5, 2012",A154EV8GA9YI2V,CookieD,Lasted for a few months...,1354665600
89,0000031887,"[0, 0]",5.0,"It is a little big for my 2 year old, but she wears a 3t.  She is a big girl for her age.  It is a little long but fits good around her waist.  She likes to dress herself and she is not ""easy"" doing so.  I was worried she would have it ripped but so far she has not.  It has really held up to her ruffness.  Wish I bought other colors and still just might","12 3, 2012",APQHMWBFEZF2I,countrygrlsheila,Daughter loves it,1354492800
90,0000031887,"[0, 0]",5.0,"I bought this for a race I was doing.  I was a little nervous buying a costume item that is marketed in child sizes.  I'm 27, 112 lbs, 5'3&#34;.  The tutu worked out perfectly and its expandable waistband could easily have stretched even further.  I also cut it to make it a little shorter.  Overall, great buy for the price.","02 2, 2014",A1YDI7KVXKL5DG,Courtney Matis-Burnett,Great for dress-up,1391299200
