,_corrupt_record,asin,brand,categories,description,imUrl,price,related,salesRank,title
10,,0000401048,,[['Books']],,http://ecx.images-amazon.com/images/I/41bchvIfgaL.jpg,,"Row(also_bought=None, also_viewed=['068240103X'], bought_together=None, buy_after_viewing=None)","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=6448843, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",The rogue of publishers' row;: Confessions of a publisher (A Banner Book)
11,,0001019880,,[['Books']],,http://ecx.images-amazon.com/images/I/61LcHUdvS1L.jpg,5.39,"Row(also_bought=None, also_viewed=['B003HMB5FC', '0834004593'], bought_together=None, buy_after_viewing=['031095360X', '0834004577'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=9589258, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Classic Soul Winner's New Testament Bible
12,,0001048813,,[['Books']],,http://ecx.images-amazon.com/images/I/41k5u0lr6NL.jpg,,,,Archer Christmas 4 Tape Pack
13,,0001148427,,[['Books']],,http://ecx.images-amazon.com/images/I/41tN4KuOXkL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=5806769, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Sonatas - For Piano
14,,0001057170,,[['Books']],"[Editor's Note: The following is a combined review with CLASSIC CONNOLLY IN WORDS AND MUSIC.]--Those of you who enjoyed Billy Connolly's moving performance in the film MRS. BROWN may not know (or believe) that he began his professional life as a Glasgow folky and gained first fame as a stand-up comic. Now's your chance to catch up on his sordid past with these compilations from his club recordings of the '70s and '80s. He loves the shaggy dog story and the wicked song but doesn't mind flinging one-liners either. His raucous, scatological, profane humor is best enjoyed by heavy drinkers familiar with the Scottish tongue. The rest of us will get plenty of yuks from those punch lines we can decipher.  Y.R. &copy; AudioFile 2001, Portland, Maine--Copyright &#169; AudioFile, Portland, Maine",http://ecx.images-amazon.com/images/I/51M65KR89XL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=9318563, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Classic Connolly Boxed Set (Vol 1 &amp; 2)
15,,0001047566,,[['Books']],,http://ecx.images-amazon.com/images/I/51FWARNTHCL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=3628249, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Hand in Glove
16,,0001053396,,[['Books']],"Writing poetry has always been a way to express what is going on in the world around us. Unfortunately, sometimes what is around us is war. Acclaimed British actor Paul McGann reads poems that date from the eighteenth century to modern times in this moving audio anthology. McGann is originally from Liverpool, and he still retains a slight Northern accent. Its lilting cadence blends well with the rhythm and worldliness of these powerful poems. Although some of the pieces are well known, others are less so, and this makes the collection even more intriguing for lovers of literature.  R.A.P. &copy; AudioFile 2001, Portland, Maine--Copyright &#169; AudioFile, Portland, Maine",http://ecx.images-amazon.com/images/I/51WTKK4V2DL.jpg,17.99,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=12249714, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",War Poems: An Anthology of Poetry from the 18th Cantury to the Present Day
17,,0000913154,,[['Books']],,http://ecx.images-amazon.com/images/I/7113akhDnTL.jpg,23.26,"Row(also_bought=['0590429892', '1114119512', 'B000HW2YQE', '0395938473', '0395428572', '0449208133', '0486217094', '0618233784', '0486443604', '1856698769', '0942364155', '0936070129', '0671224549'], also_viewed=None, bought_together=None, buy_after_viewing=['0395938473', 'B000GP0CT8', '0590429892', '1114119512'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=455782, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",The Way Things Work: An Illustrated Encyclopedia of Technology
18,,0000032050,BubuBibi,"[['Sports & Outdoors', 'Other Sports', 'Dance', 'Clothing', 'Girls', 'Skirts']]",,http://ecx.images-amazon.com/images/I/41TxNYG8cwL._SX342_.jpg,12.85,"Row(also_bought=['B00D2JSRFQ', 'B00D2JTMS2', '0000032042', '0000032034', 'B00D0FDUAY', 'B00D2JRWWA', 'B00D0FIIJM', 'B00D0DJAEG', 'B00D0F450I', 'B00FNNFXAG', '0000032069', 'B00JHNSNSM', 'B00D0FCQQI', 'B009QVVPM6', 'B00H3RYN3I', 'B004PYEE8G', 'B00EON0SJ2', 'B0079MCIMU', 'B00D0D5F6S', 'B005HMHOQ4', 'B0046W9T8C', 'B001GTKPDQ', 'B002RHLXKU', 'B002BZX8Z6', 'B00E1YRI4C', 'B009QVW5FM', 'B005C4Y4F6', 'B002C3Y6WG', 'B001YHX45G', 'B00DPM8UWA', 'B009V5DTDA', 'B00EOOR812', 'B00G9QRLNI', 'B003AVKOP2', 'B00JMBEZZY', 'B007F2H4PU', 'B004YV8M88', 'B003IRFOU8', 'B008S9PLZ4', 'B009QVQZ3K', 'B009MFI4FC', 'B00K189G60', 'B00BNRKT6E', 'B00AHJCTF8', 'B00IOHJ7HS', 'B009K8XS0M', 'B00DPYOB2Q', 'B009QVCTTY', 'B002YS7AUO', 'B002SWWY3E', 'B005JJDKPO', 'B00JHONN1S', 'B00LIPP4VG', 'B002S3QECA', 'B007JYBGCQ', 'B002YSETF8', 'B0034E81U0', 'B009QVOMSK', 'B003AVNY6I', 'B007M8RZG0', 'B007IEFT84', 'B003IEDM9Q', 'B004SVOIHS', 'B002C3R5XI', 'B003ZWDIFE', 'B009FGMZ08', 'B004TK0A4S', 'B009K90F3O', 'B00BOXAJVW', 'B00GJ0XOKS', 'B001VDR42M', '1416970797', 'B0033II4NG', 'B00BITBIB2', 'B009QVWIQ8', 'B000J09OV2', 'B003O86MB6', 'B00430ALB6', 'B003ILA0L2', 'B00KF54D6W', 'B00CQGUSYY', 'B005RTJ438', 'B0071KR2LC', 'B002XZMGGQ', 'B0092BWWG8', 'B000VLS7BM', 'B009MDB6FE'], also_viewed=['B00D2JTMS2', 'B00D2JSRFQ', 'B004PYEE8G', '0000032042', '0000032034', 'B00D0FIIJM', 'B00D0FDUAY', 'B00D2JRWWA', 'B00JHNSNSM', 'B00D0FCQQI', 'B00D0DJAEG', 'B00FNNFXAG', 'B00H3RYN3I', 'B00D0F450I', 'B003AVNY6I', 'B00GOR07RE', 'B00DPM8UWA', 'B0079MCIMU', 'B002C3Y6WG', 'B007IEFT84', 'B008F0SU0Y', 'B00EON0SJ2', 'B005C4Y4F6', 'B00HSOJJ94', '0000032069', 'B00K18LJ6U', 'B00JHONN1S', 'B002BZX8Z6', 'B003AVKOP2', 'B00IIK61WA', 'B0071KR2LC', 'B00I3PV0US', 'B009RXWNSI', 'B00GTEXPOE', 'B00KF54D6W', 'B00CSFEENY', 'B007OGJ2DE', 'B00E1YRI4C', 'B008F0SMUC', 'B00KZN6IVW', 'B005F50FXC', 'B005HMHOQY', 'B00H7NF9TK', 'B00KZN6RVI', 'B007R2RM8W', 'B00JMX4CCS', 'B00IJVASUE', 'B0054TBWKO', 'B00J6NY1FW', 'B003WFSLBA', 'B003WFQ42S', 'B00HETH828', 'B009V5EAB0', 'B00DPPRW2G', 'B0043007YW', 'B007IEFTO8', 'B0083OQ31A', 'B00DFYIXPM', 'B00C0PLENA'], bought_together=['B00D2JTMS2', 'B00D2JSRFQ', '0000032042', '0000032034'], buy_after_viewing=None)",,Adult Ballet Tutu Purple
19,,0001072986,,[['Books']],"William Shakespeare is widely regarded as the greatest playwright the world has seen. He produced an astonishing amount of work; 37 plays, 154 sonnets, and 5 poems. He died on 23rd April 1616, aged 52, and was buried in the Holy Trinity Church, Stratford.",http://ecx.images-amazon.com/images/I/51X8Z6CJ10L.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=8296784, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",As You Like it: Complete &amp; Unabridged
20,,0001053744,,[['Books']],"While many readers are familiar with SIR GAWAIN AND THE GREEN KNIGHT (and perhaps even Tolkien's translation), these poems from the same fourteenth-century manuscript are less well known. PEARL the longer of the two, is an elegy for the poet's baby daughter, told in alliterative verse. SIR ORFEO is a Celtic version of the Greek myth of Orpheus and Eurydice, complete with a happy ending that the older story lacks. Terry Jones, former member of Monty Python and a medieval scholar to boot, sounds perfectly comfortable with the rhythms and language. One even gets a taste of the original Middle English on the final side, when Jones puts these works into context by reading Tolkien's own introductions.  D.B. &copy; AudioFile 2001, Portland, Maine--Copyright &#169; AudioFile, Portland, Maine",http://ecx.images-amazon.com/images/I/712C-G3XiTL.jpg,6.05,"Row(also_bought=None, also_viewed=['0345277600'], bought_together=None, buy_after_viewing=['0312248733', '0345277600', '0140442898'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=5665835, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Pearl and Sir Orfeo
21,"{'asin': '0001055178', 'categories': [['Books']], 'description': 'Beryl Bainbridge seems drawn to disaster. First she tackled the  unfortunate Scott expedition to the South Pole inThe Birthday Boys; later (but emphatically pre-DiCaprio) came the sinking of the Titanic, inEvery Man for Himself. Now, in her 3rd historical novel (and her 16th overall), she takes on the Crimean War, and the result is a slim, gripping volume with all of the doomed intensity of the Light Brigade\'s charge--but, thankfully, without the Tennysonian bombast. ""Some pictures,"" a character confides, ""would only cause alarm to ordinary folk."" There\'s a warning concealed here, and one that easily disturbed readers would do well to heed:Master Georgieis intense, disturbing, revelatory--and not always pretty to look at.Bainbridge\'s narrative circles round the enigmatic figure of George Hardy, a surgeon, amateur photographer, alcoholic, and repressed homosexual who counters the dissipation of his prosperous Liverpool life by heading for the Crimean Peninsula in 1854. His journey and subsequent tour of duty are told in three very different voices: Myrtle, an orphan whose lifelong loyalty to her ""Master Georgie"" becomes an overriding obsession; Pompey Jones, street urchin, fire-eater, photographer, and George\'s sometime lover; and Dr. Potter, George\'s scholarly brother-in-law, whose retreat from the war\'s carnage and into books takes on a tinge of madness.United by a sudden death in a Liverpool brothel in 1846, these characters plumb the curious workings of love, war, class, and fate. In between, Bainbridge frames an unforgettable series oftableaux morts: a dying soldier, one lens of his glasses ""fractured into a spider\'s web""; a decapitated leg, toes ""poking through the shreds of a cavalry boot""; two dead men ""on their knees, facing one another, propped up by the pat-a-cake thrust of their hands."" Glimpsed as if sidewise and then passed over in language that is as understated as it is lovely, these are images that sear into the brain.Master Georgieis full of such moments, horrors painted with an exquisite brush.--Mary Park--This text refers to an out of print or unavailable edition of this title.', 'title': 'Master Georgie', 'price': 16.95, 'salesRank': {'Books': 14149327}, 'imUrl': 'http://ecx.images-amazon.com/images/I/51ZSC6TKS3L.jpg', 'related': {'also_viewed': ['0349116156', '0307947726', '0786702079', '0786701463', '0786707739', 'B001IDZK0I', '0226743497', '0786703229', '0802142818', '0375700234', '0679731369', '0812976533', '0385722109', '1609450868', '1416562605', 'B000GH2YRY', '0679777504', '1590170180', 'B001LF2H7W', '0374526400', '0807608815', '1573225436', '1609450566', 'B003H4RCJS', '1586420046', '0143124870', '0571319661', '0385474547', '0140092552', '0316074314'], 'buy_after_viewing': ['0349116156', '1609450868', '0307947726', 'B008SM8T5K']}}",,,,,,,,,
22,,0001064487,,[['Books']],,http://ecx.images-amazon.com/images/I/41bI6DhG7SL.jpg,,"Row(also_bought=None, also_viewed=['9589269117', '9589269125', '9589269109', '9589269273', '9588201748'], bought_together=None, buy_after_viewing=['9589269117', '9589269125', '9589269109'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=1549956, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Celebremos Su Gloria
23,,0001042335,,[['Books']],"William Shakespeare is widely regarded as the greatest playwright the world has seen. He produced an astonishing amount of work; 37 plays, 154 sonnets, and 5 poems. He died on 23rd April 1616, aged 52, and was buried in the Holy Trinity Church, Stratford.",http://ecx.images-amazon.com/images/I/51ZSAPAXN4L.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=4849400, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Hamlet: Complete &amp; Unabridged
24,,0000202010,,[['Books']],,http://ecx.images-amazon.com/images/I/516Xv4rbRoL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=1455209, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",The Laurel &amp; Hardy Book (The Curtis Film Series)
25,,0001057138,,[['Books']],,http://ecx.images-amazon.com/images/I/41K9BHNH7CL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=5457145, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Classic Connolly in Words and Music (HarperCollinsComedy)
26,"{'asin': '000136118X', 'description': 'One, Two, Guess Who? by Colin and Jacqui Hawkins turns counting to 10 into a game. A pair of numbers is presented in a rhyme with a clue: ""Who found the slipper left behind on the stairs? The Ugly Sisters said it was theirs."" Three choices appear on a flap with the answer underneath, ""It was Prince Charming who came to call,/ carrying the slipper last at the ball."" Children can go from one to 10 all over again on the last pages, which briefly recap the number rhyme and the objects seen.Copyright 2001 Cahners Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.', 'title': 'One, Two, Guess Who?', 'imUrl': 'http://ecx.images-amazon.com/images/I/51HK6S3HJNL.jpg', 'salesRank': {'Books': 8798712}, 'categories': [['Books']]}",,,,,,,,,
27,,0000000868,,[['Books']],,http://ecx.images-amazon.com/images/I/41K1RtF0J0L.jpg,21.85,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=14161827, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Foot Rot of Piper nigrum. L. (Phytopathological Paper)
28,,0000695009,,"[['Movies & TV', 'Movies']]",,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB192198896_.gif,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=None, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=1022732, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Understanding Seizures and Epilepsy DVD
29,,0001053655,,[['Books']],,http://ecx.images-amazon.com/images/I/41C0C3DKRWL.jpg,,"Row(also_bought=None, also_viewed=None, bought_together=None, buy_after_viewing=['0571230547', '1845134885'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=3843450, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Who on Earth is Tom Baker?
30,,0001360000,,[['Books']],"Judith Kerr&#8217;s best&#8211;selling adventures of that endearing (and exasperating) cat Mog have entertained children for more than 30 years. Now, even infants and toddlers can enjoy meeting this loveable feline. These sturdy little board books&#8212;with their bright, simple pictures, easy text, and hand&#8211;friendly formats&#8212;are just the thing to delight the very young. Ages 6 months&#8211;2 years.",http://ecx.images-amazon.com/images/I/514Y3NCWBTL.jpg,10.76,"Row(also_bought=['0007171285', '0007347049', '0007171331', '0007117523', '0007347030', '000717134X', '0007228953', '0007193661', '0007167059', '0007171315', '0007171366', '0007149697', '0001374761'], also_viewed=None, bought_together=None, buy_after_viewing=['0007117523', '0007171285', '0007171331', '0007171366'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=1760368, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Mog's Kittens
31,,0000038504,,[['Books']],,http://ecx.images-amazon.com/images/I/51x9TcnJXiL._SL500_.jpg,,"Row(also_bought=None, also_viewed=['0060161345', '0060928395'], bought_together=None, buy_after_viewing=['0060161345'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=3472679, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)","Double-Speak: From Revenue Enhancement to Terminal Living--How Government, Business, Advertisers and Others Use Language to Deceive You"
32,,0001203088,,[['Books']],,http://ecx.images-amazon.com/images/I/41oE0tqP3zL.jpg,,"Row(also_bought=['0001203010', '083174474X'], also_viewed=None, bought_together=None, buy_after_viewing=None)","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=859965, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Hilda Boswell's Omnibus - A Treasury of Favorites
33,,0001061100,,[['Books']],,http://ecx.images-amazon.com/images/I/61Y8fD-3reL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=3213316, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Chess for Children
34,,000107461X,,"[['Movies & TV', 'Movies']]",,http://ecx.images-amazon.com/images/I/41WY47gLVtL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=None, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=954116, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Live in Houston [VHS]
